fingerprint,card_count,example_card_id,signal_id,direction,variables,expression,qualitative_excerpt
2f24ba424fb804c1,1,socio_economic__economic_hardship__multi_sector_vulnerability__002,sig_01,confirms,"village_sc_percent, village_st_percent",(village_sc_percent + village_st_percent) > 40,"Combined SC and ST population exceeds 40% of village population, indicating a high concentration of socially marginalised households with limited asset base and greater livelihood "
92ace72936063d28,2,socio_economic__economic_hardship__multi_sector_vulnerability__002,sig_02,confirms,"village_literacy_rate, dist_bank_km",village_literacy_rate < 55 and dist_bank_km > 10,"Village literacy below 55% combined with bank distance exceeding 10 km signals a dual exclusion from information and formal financial services, forcing reliance on informal moneyle"
5dd5764d4b65698e,1,socio_economic__economic_hardship__multi_sector_vulnerability__002,sig_03,confirms,drought_weeks_severe,drought_severe_return_period < 4,"Severe drought kharif seasons recur on average more frequently than once every 4 years, indicating a chronic climate stress that repeatedly destroys crop income and forces househol"
016ba3441fceac5e,1,socio_economic__economic_hardship__multi_sector_vulnerability__002,sig_04,amplifies,nrega_swc_count,nrega_swc_count < 5,"Fewer than 5 cumulative MGNREGA soil and water conservation works in the micro-watershed, indicating insufficient public employment and watershed investment to buffer households ag"
f7383f39f4496482,1,socio_economic__economic_hardship__multi_sector_vulnerability__002,sig_05,confirms,"migrant_household_percent, household_income_inr",,"High proportion of households with seasonal or permanent out-migration, and/or mean annual household income below subsistence threshold (~Rs 60,000/year), would strongly confirm ec"
6ad0643cc2acaeab,1,socio_economic__economic_hardship__multi_sector_vulnerability__003,sig_01,confirms,"village_sc_percent, village_st_percent, village_literacy_rate",(village_sc_percent + village_st_percent) > 30 and village_literacy_rate < 60,"Combined SC/ST population exceeds 30% of village population AND literacy rate is below 60%, indicating a structurally vulnerable community with limited capacity to access governmen"
1a2e962ed2de2351,1,socio_economic__economic_hardship__multi_sector_vulnerability__003,sig_02,confirms,dist_bank_km,dist_bank_km > 5,"Nearest bank branch is more than 5 km from the village, indicating poor financial inclusion and likely dependence on informal moneylenders."
488213eb194332c0,1,socio_economic__economic_hardship__multi_sector_vulnerability__003,sig_03,confirms,drought_weeks_severe,drought_weeks_severe[-1] > 4 or drought_severe_return_period < 4,"The most recent kharif season had more than 4 weeks of severe drought stress, or severe drought recurs more frequently than once every 4 years on average, indicating chronic climat"
d2c463a074a4ebec,1,socio_economic__economic_hardship__multi_sector_vulnerability__003,sig_04,amplifies,nrega_swc_count,nrega_swc_count < 5,"Fewer than 5 cumulative MGNREGA soil and water conservation works recorded in the micro-watershed, indicating insufficient public employment and asset creation for vulnerable house"
fc35e2ac5ff84b9f,1,socio_economic__economic_hardship__multi_sector_vulnerability__003,sig_05,confirms,migrant_household_percent,,"A high proportion of households (estimated >30%) with at least one seasonal or permanent out-migrant member suggests that local livelihoods are insufficient to sustain families, co"
479ba7716357a0a5,14,socio_economic__economic_hardship__multi_sector_vulnerability__003,sig_06,confirms,household_income_inr,,"Mean household income below approximately Rs 50,000/year confirms severe economic hardship; mid-band income partially confirms; higher income weakens the pathway."
65c7a6b9511cf2b5,1,socio_economic__economic_hardship__multi_sector_vulnerability__004,sig_01,confirms,"village_sc_percent, village_st_percent",(village_sc_percent + village_st_percent) > 40,"Combined SC and ST population share exceeds 40%, indicating a high proportion of socially marginalised households with limited asset base and greater livelihood vulnerability."
eb240ce6b48f481c,2,socio_economic__economic_hardship__multi_sector_vulnerability__004,sig_02,amplifies,village_literacy_rate,village_literacy_rate < 55,"Village literacy rate below 55% limits household capacity to access government welfare schemes, market information, and livelihood diversification opportunities."
25ebd7686016a2e7,1,socio_economic__economic_hardship__multi_sector_vulnerability__004,sig_03,confirms,dist_bank_km,dist_bank_km > 10,"Nearest bank branch is more than 10 km away, forcing households to rely on informal moneylenders and restricting access to institutional credit and insurance products."
b39c2308b88c52d7,1,socio_economic__economic_hardship__multi_sector_vulnerability__004,sig_04,confirms,"drought_weeks_severe, nrega_swc_count",(drought_weeks_severe[-1] >= 6) and (nrega_swc_count < 5),Severe drought conditions in the most recent kharif season (6 or more weeks of severe drought stress) combined with fewer than 5 cumulative MGNREGA soil and water conservation work
96d2daa31a7eea56,11,socio_economic__economic_hardship__multi_sector_vulnerability__004,sig_05,confirms,migrant_household_percent,,"More than roughly 30% of households report seasonal or permanent out-migration, confirming multi-sector economic hardship and labour shortage feedback loops."
856499159a1d4ed1,1,socio_economic__economic_hardship__multi_sector_vulnerability__005,sig_01,confirms,"village_sc_percent, village_st_percent",(village_sc_percent + village_st_percent) > 40,"Combined SC and ST population exceeds 40% of village population, indicating a high-vulnerability social composition with limited asset base and greater dependence on degrading comm"
28b637d05ed1e42b,1,socio_economic__economic_hardship__multi_sector_vulnerability__005,sig_03,confirms,dist_bank_km,dist_bank_km > 10,"Distance to nearest bank branch exceeds 10 km, forcing households to rely on informal moneylenders at exploitative interest rates (60–120% p.a.), a primary driver of debt-induced h"
7f44a3029604d61f,1,socio_economic__economic_hardship__multi_sector_vulnerability__005,sig_04,confirms,drought_weeks_severe,drought_weeks_severe[-1] > 4 or (sum(list(drought_weeks_severe.values())[-4:]) / 4) > 3,"Latest year shows more than 4 severe drought weeks, or the 4-year mean exceeds 3 severe weeks per season, indicating recurring drought stress that cascades into crop loss, debt, an"
f1fc11929cdbf66b,1,socio_economic__economic_hardship__multi_sector_vulnerability__005,sig_05,amplifies,nrega_swc_count,nrega_swc_count < 5,"Fewer than 5 cumulative MGNREGA soil and water conservation works in the micro-watershed, indicating insufficient wage employment provision and low investment in drought-resilience"
a0baf036a6cc41c6,2,socio_economic__economic_hardship__multi_sector_vulnerability__006,sig_01,confirms,"village_sc_percent, village_st_percent",(village_sc_percent + village_st_percent) > 40,"Combined SC and ST population exceeds 40% of village population, indicating a high proportion of socially marginalised households with limited asset base and greater livelihood vul"
a7ff677ed3cfdf9a,1,socio_economic__economic_hardship__multi_sector_vulnerability__006,sig_02,amplifies,village_literacy_rate,village_literacy_rate < 55,"Village literacy rate below 55% indicates limited human capital, reducing households' ability to access government welfare schemes, market information, and non-farm diversification"
ef593832b04a6cf0,1,socio_economic__economic_hardship__multi_sector_vulnerability__006,sig_03,confirms,dist_bank_km,dist_bank_km > 5,"Distance to nearest bank branch exceeds 5 km, indicating poor financial inclusion and likely reliance on informal moneylenders at exploitative interest rates."
012ca9b0a7929f8d,1,socio_economic__economic_hardship__multi_sector_vulnerability__006,sig_04,confirms,drought_weeks_severe,drought_weeks_severe[-1] > 4 or drought_severe_return_period < 4,"Severe drought conditions persisting more than 4 weeks in the most recent kharif season, or severe droughts recurring more frequently than once every 4 years, indicating chronic ag"
f3c187e41fcfae27,4,socio_economic__economic_hardship__multi_sector_vulnerability__006,sig_05,amplifies,nrega_swc_count,nrega_swc_count < 5,"Fewer than 5 cumulative MGNREGA soil and water conservation works in the micro-watershed, indicating insufficient wage employment provision and low investment in productive assets "
164b594aa368f941,1,socio_economic__economic_hardship__multi_sector_vulnerability__007,sig_01,confirms,"village_st_percent, village_sc_percent",(village_st_percent > 30) or (village_sc_percent > 20) or ((village_st_percent + village_sc_percent) > 40),"Villages with ST population above 30%, SC above 20%, or combined SC+ST above 40% face compounded livelihood vulnerability due to dependence on degrading forest commons and limited "
3177d576fba534b0,1,socio_economic__economic_hardship__multi_sector_vulnerability__007,sig_02,amplifies,village_literacy_rate,village_literacy_rate < 55,"Village literacy below 55% indicates limited capacity to access government welfare schemes, negotiate credit terms, or diversify livelihoods."
dd35ff9ce30a0152,1,socio_economic__economic_hardship__multi_sector_vulnerability__007,sig_03,confirms,dist_bank_km,dist_bank_km > 10,"Distance to nearest bank branch exceeding 10 km forces households to rely on informal moneylenders, typically at 36–120% annual interest, creating debt traps."
30d2843fe691ab7a,1,socio_economic__economic_hardship__multi_sector_vulnerability__007,sig_04,confirms,"drought_weeks_severe, nrega_swc_count",(drought_weeks_severe[-1] >= 4) and (nrega_swc_count < 5),"Severe drought weeks in the most recent kharif season of 4 or more, combined with fewer than 5 cumulative MGNREGA soil and water conservation works, indicates households face crop "
a2d8fa9140a49deb,1,socio_economic__economic_hardship__multi_sector_vulnerability__007,sig_05,confirms,migrant_household_percent,,"If more than 30–40% of households report seasonal or permanent out-migration of working-age members, this confirms severe economic hardship: migration is both a symptom of insuffic"
5fde74902932250f,1,socio_economic__economic_hardship__multi_sector_vulnerability__008,sig_01,confirms,"village_st_percent, village_sc_percent",(village_st_percent > 40) or (village_sc_percent + village_st_percent > 55),Villages where ST population exceeds 40% or combined SC+ST exceeds 55% face compounded livelihood vulnerability due to dependence on degrading forest commons and limited asset base
62f29791f8baa148,1,socio_economic__economic_hardship__multi_sector_vulnerability__008,sig_02,confirms,"village_literacy_rate, dist_bank_km",(village_literacy_rate < 55) and (dist_bank_km > 10),Low literacy (below 55%) combined with bank distance exceeding 10 km indicates households are structurally excluded from formal financial services and government scheme access.
0c8b9783a93c70a9,1,socio_economic__economic_hardship__multi_sector_vulnerability__008,sig_03,confirms,drought_weeks_severe,drought_weeks_severe[-1] > 4 or (sum(v for v in drought_weeks_severe.values() if v > 3) >= 3),"Latest year shows more than 4 severe drought weeks, or at least 3 years in the record had more than 3 severe drought weeks, indicating recurrent agricultural income shocks."
0be2ef18edd9d4bc,1,socio_economic__economic_hardship__multi_sector_vulnerability__008,sig_04,amplifies,nrega_swc_count,nrega_swc_count < 5,Fewer than 5 cumulative MGNREGA soil and water conservation works in the micro-watershed indicates insufficient wage employment provision and low investment in productive assets.
867c42a90a0086a3,1,socio_economic__economic_hardship__multi_sector_vulnerability__008,sig_05,confirms,migrant_household_percent,,"If field reports or community interviews indicate that more than 30% of households have at least one seasonal or permanent out-migrant, this confirms that local livelihoods are ins"
30b438e95b522693,1,socio_economic__economic_hardship__multi_sector_vulnerability__009,sig_01,confirms,"village_sc_percent, village_st_percent",(village_sc_percent + village_st_percent) > 40,"Combined SC and ST population exceeds 40% of village population, indicating a high concentration of historically marginalised communities with limited asset base and greater liveli"
e93b9888f6d59732,1,socio_economic__economic_hardship__multi_sector_vulnerability__009,sig_02,amplifies,village_literacy_rate,village_literacy_rate < 55,"Village literacy rate below 55% indicates limited human capital, reducing households' ability to access government welfare schemes, credit, and livelihood diversification opportuni"
0a14dd1974b0152b,1,socio_economic__economic_hardship__multi_sector_vulnerability__009,sig_03,confirms,dist_bank_km,dist_bank_km > 5,"Distance to nearest bank branch exceeds 5 km, indicating poor financial inclusion and likely dependence on informal moneylenders at exploitative interest rates."
c2445e517d5299f6,1,socio_economic__economic_hardship__multi_sector_vulnerability__009,sig_04,confirms,"drought_weeks_severe, nrega_swc_count",drought_weeks_severe[-1] >= 4 and nrega_swc_count < 5,"At least 4 weeks of severe drought in the most recent kharif season combined with fewer than 5 cumulative MGNREGA soil and water conservation works, indicating both acute productio"
7ea86feac0bf5007,2,socio_economic__economic_hardship__multi_sector_vulnerability__010,sig_01,confirms,"village_sc_percent, village_st_percent",(village_sc_percent + village_st_percent) > 40,"Combined SC and ST population exceeds 40% of village population, indicating a high proportion of historically marginalised households with limited asset base and greater livelihood"
e9bb7f8067f4347e,1,socio_economic__economic_hardship__multi_sector_vulnerability__010,sig_02,amplifies,village_literacy_rate,village_literacy_rate < 55,"Village literacy rate below 55% limits household capacity to access government welfare schemes, market information, and livelihood diversification pathways."
0aac9aa3c7068a75,2,socio_economic__economic_hardship__multi_sector_vulnerability__010,sig_03,confirms,dist_bank_km,dist_bank_km > 5,"Distance to nearest bank branch exceeds 5 km, indicating poor financial inclusion and likely reliance on informal moneylenders at high interest rates."
aff4a56c6ee989bd,1,socio_economic__economic_hardship__multi_sector_vulnerability__010,sig_05,confirms,drought_weeks_severe,drought_weeks_severe[-1] > 4 or drought_severe_return_period < 4,"Severe drought conditions persisting more than 4 weeks in the most recent kharif season, or recurring at intervals shorter than 4 years, indicating recurrent crop loss shocks that "
819d7015ed420e57,1,socio_economic__economic_hardship__multi_sector_vulnerability__011,sig_02,amplifies,village_literacy_rate,village_literacy_rate < 60,"Village literacy rate below 60% limits household ability to access government welfare schemes, market information, and livelihood diversification pathways."
3d2fe3223c5df96a,1,socio_economic__economic_hardship__multi_sector_vulnerability__011,sig_03,confirms,dist_bank_km,dist_bank_km > 10,"Distance to nearest bank exceeds 10 km, indicating high transaction costs for formal financial services and likely reliance on informal moneylenders."
cb4633bec9ee42ef,1,socio_economic__economic_hardship__multi_sector_vulnerability__011,sig_04,confirms,"drought_weeks_severe, nrega_swc_count",drought_weeks_severe[-1] >= 4 and nrega_swc_count < 5,"Severe drought conditions in the most recent year combined with fewer than 5 cumulative MGNREGA soil and water conservation works, indicating simultaneous production shock and inad"
cd146088c3f29e04,1,socio_economic__economic_hardship__multi_sector_vulnerability__012,sig_01,confirms,"village_st_percent, village_sc_percent",(village_st_percent > 40) or (village_sc_percent + village_st_percent > 50),"Village has a majority or near-majority ST population, or combined SC+ST share exceeds 50%, indicating high structural vulnerability linked to forest-dependent livelihoods and limi"
de3fe97efdb2a0da,2,socio_economic__economic_hardship__multi_sector_vulnerability__012,sig_02,amplifies,village_literacy_rate,village_literacy_rate < 60,"Village literacy rate below 60% limits household capacity to access government welfare schemes, credit institutions, and market information."
c7864ff948f4f532,1,socio_economic__economic_hardship__multi_sector_vulnerability__012,sig_03,confirms,dist_bank_km,dist_bank_km > 10,"Nearest bank branch is more than 10 km away, forcing households to rely on informal moneylenders at exploitative interest rates."
c08a68aa730023ca,1,socio_economic__economic_hardship__multi_sector_vulnerability__012,sig_05,confirms,drought_weeks_severe,drought_weeks_severe[-1] > 4 or drought_severe_return_period < 4,"Severe drought conditions persist for more than 4 weeks in the most recent kharif season, or severe droughts recur more frequently than once every 4 years, triggering crop losses t"
7603d659be3b0e64,1,socio_economic__economic_hardship__multi_sector_vulnerability__013,sig_01,confirms,"village_st_percent, village_sc_percent",village_st_percent > 50 or (village_st_percent + village_sc_percent) > 60,Villages where ST population exceeds 50% or combined SC+ST exceeds 60% face compounded livelihood vulnerability due to dependence on degrading forest commons and limited asset base
90052247b219327d,1,socio_economic__economic_hardship__multi_sector_vulnerability__013,sig_02,confirms,dist_bank_km,dist_bank_km > 10,"Distance to nearest bank exceeding 10 km in hilly terrain effectively excludes households from formal credit, forcing reliance on informal moneylenders at exploitative interest rat"
2f19a46a21107901,1,socio_economic__economic_hardship__multi_sector_vulnerability__013,sig_03,amplifies,village_literacy_rate,village_literacy_rate < 60,"Village literacy below 60% severely limits households' ability to access government welfare schemes, market price information, and livelihood diversification pathways."
a1c61ee4d9250f54,1,socio_economic__economic_hardship__multi_sector_vulnerability__013,sig_04,amplifies,nrega_swc_count,nrega_swc_count < 5,Fewer than 5 cumulative MGNREGA soil and water conservation works in the micro-watershed indicates insufficient wage employment provision and low investment in productive infrastru
c0fab7668acbae49,1,socio_economic__economic_hardship__multi_sector_vulnerability__013,sig_05,confirms,drought_weeks_severe,drought_weeks_severe[-1] > 4 or drought_severe_return_period < 4,"Severe drought conditions persisting more than 4 weeks in the most recent year, or recurring more frequently than once every 4 years, indicate chronic climate-induced production st"
45970cc2063e476b,1,socio_economic__economic_hardship__multi_sector_vulnerability__014,sig_03,confirms,drought_weeks_severe,drought_severe_return_period < 4,"Severe drought kharif seasons recur on average more frequently than once every 4 years, indicating chronic climate-driven crop failure risk that cascades into debt and income loss."
6ff0b0ccc545da9b,1,socio_economic__economic_hardship__multi_sector_vulnerability__015,sig_01,confirms,"village_sc_percent, village_st_percent",(village_sc_percent + village_st_percent) > 35,"Combined SC and ST population exceeds 35% of village population, indicating a high proportion of socially marginalised households with limited asset base and greater livelihood vul"
27fd462f76f193da,1,socio_economic__economic_hardship__multi_sector_vulnerability__015,sig_02,amplifies,village_literacy_rate,village_literacy_rate < 65,"Village literacy rate below 65% limits household capacity to access government welfare schemes, market information, and livelihood diversification opportunities."
bbc6a6c719f3d607,1,socio_economic__economic_hardship__multi_sector_vulnerability__015,sig_04,amplifies,nrega_swc_count,nrega_swc_count < 5,"Fewer than 5 cumulative MGNREGA soil and water conservation works in the micro-watershed, indicating insufficient wage employment provision and low investment in productive communi"
06a782e23dbb1a6c,1,socio_economic__economic_hardship__multi_sector_vulnerability__015,sig_05,confirms,drought_weeks_severe,drought_weeks_severe[-1] > 4,"Most recent year shows more than 4 weeks of severe drought conditions, indicating acute agricultural stress that cascades into debt and income loss even in otherwise humid zones."
28e00ad1cf0d81e8,1,socio_economic__economic_hardship__multi_sector_vulnerability__016,sig_01,confirms,"village_st_percent, village_sc_percent",(village_st_percent + village_sc_percent) > 40,"Combined SC and ST population share exceeds 40%, indicating a high proportion of socially marginalised households with limited asset base and greater dependence on degrading common"
77e3b8dbe90b3d00,1,socio_economic__economic_hardship__multi_sector_vulnerability__016,sig_03,confirms,dist_bank_km,dist_bank_km > 15,"Distance to nearest bank exceeds 15 km, forcing households to rely on informal moneylenders at high interest rates, increasing debt burden."
7f8d273f7cae4c4c,1,socio_economic__economic_hardship__multi_sector_vulnerability__016,sig_04,confirms,"drought_weeks_severe, nrega_swc_count",drought_weeks_severe[-1] > 4 and nrega_swc_count < 3,"Severe drought conditions in the most recent year combined with fewer than 3 MGNREGA soil and water conservation works, indicating simultaneous production shock and inadequate empl"
142c825b889f06e7,1,socio_economic__economic_hardship__multi_sector_vulnerability__017,sig_01,confirms,"village_st_percent, village_sc_percent",(village_st_percent > 30) or (village_sc_percent > 20) or (village_st_percent + village_sc_percent > 40),"Villages with ST population above 30%, SC above 20%, or combined SC+ST above 40% face compounded livelihood vulnerability due to dependence on degrading forest and coastal commons."
641ac4e4d4d06bc0,1,socio_economic__economic_hardship__multi_sector_vulnerability__017,sig_02,amplifies,village_literacy_rate,village_literacy_rate < 60,"Village literacy below 60% severely limits household ability to access government welfare schemes, formal credit, and livelihood diversification pathways."
d5a04efcf7c60712,1,socio_economic__economic_hardship__multi_sector_vulnerability__017,sig_03,confirms,dist_bank_km,dist_bank_km > 10,"Distance to nearest bank branch exceeding 10 km in island terrain forces households to rely on informal moneylenders, driving high-interest debt cycles."
539af3b8298bb675,1,socio_economic__economic_hardship__multi_sector_vulnerability__017,sig_04,confirms,"drought_weeks_severe, nrega_swc_count",(drought_weeks_severe[-1] > 4) and (nrega_swc_count < 3),Severe drought weeks exceeding 4 in the most recent year combined with fewer than 3 cumulative MGNREGA SWC works indicates households face production shocks without adequate employ
1d6d849d7ea25e0e,1,socio_economic__economic_hardship__multi_sector_vulnerability__017,sig_05,confirms,"migrant_household_percent, household_income_inr",,"High rates of seasonal or permanent out-migration from island villages, and/or mean household income below Rs. 60,000/year, are strong indicators of chronic economic hardship. In i"
575de84f2f2a3381,1,socio_economic__low_income__small_landholding__001,sig_01,confirms,"lulc_cropland_ha, village_total_population",(lulc_cropland_ha[-1] / (village_total_population + 1e-9)) < 0.4,"Per-capita cropland availability below 0.4 ha/person is a proxy for marginal or sub-marginal average farm size, consistent with landholding fragmentation in densely populated semi-"
28f8487f45506a0a,1,socio_economic__low_income__small_landholding__001,sig_02,confirms,mean_cropping_intensity,mean_cropping_intensity <= 1.15,"Mean cropping intensity at or below 1.15 indicates predominantly single-season rainfed cultivation with little double-cropping, compounding the income constraint imposed by small l"
336a574cf33bfd4f,1,socio_economic__low_income__small_landholding__001,sig_03,amplifies,"dist_apmc_km, dist_dairy_km",dist_apmc_km > 30 and dist_dairy_km > 20,"Village is more than 30 km from the nearest APMC and more than 20 km from the nearest dairy collection centre, indicating that small holders face high transaction costs and are una"
31b86a0dd9388390,1,socio_economic__low_income__small_landholding__001,sig_04,amplifies,"nrega_community_assets_count, organization_domains",nrega_community_assets_count < 10 and ('livelihoods' not in organization_domains and 'fisheries' not in organization_domains),Fewer than 10 cumulative MGNREGA community asset works and no NGO presence in livelihoods or fisheries domains indicate a weak safety net and absence of diversification support for
29b9d33085811679,1,socio_economic__low_income__small_landholding__001,sig_05,confirms,landholding_size_distribution,,"If local records or field surveys indicate that more than 60% of operational holdings are marginal (<1 ha) or small (1–2 ha), this directly confirms landholding fragmentation as th"
f42a94d75f6d867a,17,socio_economic__low_income__small_landholding__001,sig_06,confirms,household_income_inr,,"Mean household or farm income below approximately Rs 50,000/year confirms severe income insufficiency on small holdings; Rs 50,000–1,00,000 partial; above weakens landholding as th"
0912a93ec31e7396,17,socio_economic__low_income__small_landholding__001,sig_07,amplifies,market_price_crop,,"Farm-gate price consistently well below MSP (roughly 20–40% gap) for the main crop, amplifying income loss from small land area."
6d7f34d32db406ff,1,socio_economic__low_income__small_landholding__002,sig_01,confirms,"lulc_cropland_ha, village_total_population",(lulc_cropland_ha[-1] / (village_total_population + 1e-9)) < 0.4,"Per-capita cropland availability below 0.4 ha per person is a proxy for marginal or sub-marginal average farm size, consistent with landholding fragmentation in semi-arid Deccan pl"
6ab87627ba13d4d1,1,socio_economic__low_income__small_landholding__002,sig_02,confirms,"mean_cropping_intensity, lulc_cropland_ha",mean_cropping_intensity <= 1.15 and (lulc_cropland_ha[-1] / (village_total_population + 1e-9)) < 0.4,"Low cropping intensity (≤1.15, close to single-season rainfed) combined with small per-capita cropland compounds income constraint: small holdings are not compensated by double-cro"
a234fae37cbd145b,1,socio_economic__low_income__small_landholding__002,sig_03,amplifies,dist_apmc_km,dist_apmc_km > 30,"Distance to nearest APMC market exceeding 30 km forces small holders to sell through intermediaries at below-MSP prices, compressing net farm income."
de3e5366a29db432,1,socio_economic__low_income__small_landholding__002,sig_04,amplifies,"dist_dairy_km, organization_domains, nrega_community_assets_count",dist_dairy_km > 20 and 'livelihoods' not in organization_domains and nrega_community_assets_count < 10,"Absence of nearby dairy infrastructure, no NGO presence in livelihoods domain, and low MGNREGA community asset creation together indicate a weak diversification support environment"
9d59d97797ab4681,10,socio_economic__low_income__small_landholding__002,sig_07,confirms,landholding_size_distribution,,"More than half of farming households own less than 1 hectare, directly confirming small-landholding-driven low income; lower marginal-holder shares weaken the pathway."
32ddca1daa65cf97,1,socio_economic__low_income__small_landholding__003,sig_01,confirms,"lulc_cropland_ha, village_total_population",(lulc_cropland_ha[-1] / (village_total_population + 1e-9)) < 0.2,"Per-capita cropland availability below 0.2 ha per person (roughly 1 ha per household of 5) indicates predominantly marginal or sub-marginal farm sizes, consistent with fragmented l"
54fc6370297a22a3,1,socio_economic__low_income__small_landholding__003,sig_02,confirms,cropping_intensity,mean_cropping_intensity <= 1.3 and (lulc_cropland_ha[-1] / (village_total_population + 1e-9)) < 0.2,"Low cropping intensity (≤1.3) combined with small per-capita cropland means small holders are not compensating for land scarcity through intensification, compounding the income con"
7a078ae25abe77ea,1,socio_economic__low_income__small_landholding__003,sig_03,amplifies,dist_apmc_km,dist_apmc_km > 20,"Distance to nearest APMC market exceeds 20 km, reducing price discovery and exposing small holders to intermediary exploitation."
e6a97eebfba7d55b,1,socio_economic__low_income__small_landholding__003,sig_04,amplifies,"dist_dairy_km, organization_domains, nrega_community_assets_count",dist_dairy_km > 15 and 'livelihoods' not in organization_domains and nrega_community_assets_count < 10,"Distant dairy infrastructure, absence of livelihood-focused NGOs, and low MGNREGA community asset creation collectively indicate weak diversification support for small holders."
5e2a8bafcc461ae3,1,socio_economic__low_income__small_landholding__004,sig_01,confirms,"lulc_cropland_ha, village_total_population",(lulc_cropland_ha[-1] / (village_total_population + 1e-9)) < 0.4,Per-capita cropland availability below 0.4 ha per person (proxy for average farm size per household assuming ~5 persons/household gives <2 ha/household) indicates predominantly mar
a1a12032c1c6e4ac,1,socio_economic__low_income__small_landholding__004,sig_02,confirms,"mean_cropping_intensity, cropping_intensity",mean_cropping_intensity <= 1.15 and cropping_intensity[-1] <= 1.15,"Mean cropping intensity at or below 1.15 across the multi-year record, with no improvement in the latest year, indicates that small holders are unable to intensify production to co"
7a837643091373e3,1,socio_economic__low_income__small_landholding__004,sig_03,amplifies,"dist_apmc_km, dist_dairy_km",dist_apmc_km > 30 and dist_dairy_km > 20,"Village is more than 30 km from the nearest APMC and more than 20 km from the nearest dairy collection point, indicating that small holders face high transaction costs and are depe"
97269dc2eac602a7,1,socio_economic__low_income__small_landholding__004,sig_04,amplifies,"nrega_community_assets_count, organization_domains",nrega_community_assets_count < 10 and 'livelihoods' not in organization_domains and 'watershed management' not in organization_domains,"Fewer than 10 cumulative MGNREGA community asset works and no NGO presence in livelihoods or watershed management domains, indicating weak safety net and limited external support f"
52af076136ca2e30,1,socio_economic__low_income__small_landholding__005,sig_01,confirms,"lulc_cropland_ha, village_total_population",(lulc_cropland_ha[-1] / (village_total_population + 1e-9)) < 0.4,"Per-capita cropland availability below 0.4 ha/person is a proxy for marginal or sub-marginal average farm size, consistent with fragmented landholding structures in Bundelkhand and"
7d3b3dc5365afe2a,1,socio_economic__low_income__small_landholding__005,sig_02,confirms,cropping_intensity,mean_cropping_intensity <= 1.15,"Mean cropping intensity at or below 1.15 indicates that most cropland is harvested only once per year, meaning small holders cannot compensate for limited area through intensificat"
81c35aef736c90ac,1,socio_economic__low_income__small_landholding__005,sig_03,amplifies,dist_apmc_km,dist_apmc_km > 30,"Distance to nearest APMC market exceeding 30 km severely limits price discovery and market access for small holders, who lack transport capital and are forced to sell to local inte"
77d2eb5d7f729414,1,socio_economic__low_income__small_landholding__005,sig_04,amplifies,"dist_dairy_km, organization_domains, nrega_community_assets_count",dist_dairy_km > 20 and ('livelihoods' not in organization_domains and 'fisheries' not in organization_domains) and nrega_community_assets_count < 10,"Absence of nearby dairy infrastructure, lack of NGO support for livelihood diversification, and low MGNREGA community asset creation collectively indicate that small holders have n"
2d68b6f4ea2f70fa,1,socio_economic__low_income__small_landholding__006,sig_01,confirms,"lulc_cropland_ha, village_total_population",(lulc_cropland_ha[-1] / (village_total_population + 1e-9)) < 0.2,Per-capita cropland availability below 0.2 ha per person (roughly 1 ha per 5-person household) indicates severe land constraint typical of marginal and small farm categories.
73aa5b41457c51b8,1,socio_economic__low_income__small_landholding__006,sig_02,confirms,"mean_cropping_intensity, lulc_cropland_ha, village_total_population",mean_cropping_intensity <= 1.15 and (lulc_cropland_ha[-1] / (village_total_population + 1e-9)) < 0.2,Low cropping intensity (<=1.15) combined with small per-capita cropland means the effective productive area per household is doubly constrained — neither land area nor seasonal uti
82b75fc18c7478d6,1,socio_economic__low_income__small_landholding__006,sig_03,amplifies,"dist_apmc_km, dist_dairy_km",dist_apmc_km > 20 and dist_dairy_km > 15,"Village is more than 20 km from the nearest APMC and more than 15 km from the nearest dairy collection centre, indicating that small holders face both crop market access barriers a"
f7599ee45aea5eff,1,socio_economic__low_income__small_landholding__006,sig_04,amplifies,"nrega_community_assets_count, organization_domains",nrega_community_assets_count < 10 and 'livelihoods' not in organization_domains and 'fisheries' not in organization_domains,Fewer than 10 cumulative MGNREGA community asset works and no NGO presence in livelihoods or fisheries domains indicates a weak safety net and limited diversification support for s
7ea91cf1b6ff273a,1,socio_economic__low_income__small_landholding__006,sig_05,confirms,landholding_size_distribution,,"If local agricultural census or survey data show that more than 60% of operational holdings in the village or block are marginal (<1 ha) or small (1–2 ha), this directly confirms t"
183c19723cbec1c1,1,socio_economic__low_income__small_landholding__007,sig_01,confirms,"lulc_cropland_ha, village_total_population",(lulc_cropland_ha[-1] / (village_total_population + 1e-9)) < 0.2,Per-capita cropland availability below 0.2 ha per person (approximately 1 ha per household of 5) indicates predominantly marginal or sub-marginal landholding sizes.
d0ed4cfb824162c7,1,socio_economic__low_income__small_landholding__007,sig_02,confirms,"mean_cropping_intensity, cropping_intensity",mean_cropping_intensity <= 1.15 and cropping_intensity[-1] <= 1.2,"Mean cropping intensity at or below 1.15 and latest year value at or below 1.2 indicates that small holders are not compensating for limited land area through double-cropping, comp"
