dominant_lithology,mws_aer,acwadam_class,acwadam_source,card_aquifer_filter,aer_retrieval_neighbors,eligible_cluster_suffixes,eligible_cluster_count,unique_cluster_available,preferred_cluster_suffix,eligible_cluster_labels,pathways_by_cluster,cluster_match_description,non_llm_selection_note,non_llm_retrieval_pool,non_llm_pathways_loaded,non_llm_selected_cluster_suffixes,non_llm_resolved_cluster_suffix,non_llm_resolved_cluster_label,non_llm_pathway_cluster_map,non_llm_simulation_note,mws_count
Alluvium,AER-13,alluvium,lithology+aer,alluvium,AER-13;AER-9;AER-15;AER-10,"003,009,010",3,no,009,003=Indo-Gangetic alluvial sub-humid; 009=Eastern Plains (Ganga-Brahmaputra middle); 010=Bengal & Assam delta plains,"003 (Indo-Gangetic alluvial sub-humid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 009 (Eastern Plains (Ganga-Brahmaputra middle)): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 010 (Bengal & Assam delta plains): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Alluvium -> ACWADAM alluvium. Retrieval filters evidence cards where aquifer_tags matches ['alluvium'] AND aer_tags intersects MWS neighbour set ['AER-13', 'AER-9', 'AER-15', 'AER-10']. Eligible CONTEXT_CLUSTERS (suffix=label): 003=Indo-Gangetic alluvial sub-humid, 009=Eastern Plains (Ganga-Brahmaputra middle), 010=Bengal & Assam delta plains. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-13.","Multiple clusters (003, 009, 010); non-LLM picks one card per pathway from the union of eligible cards, preferring exact AER AER-13 on the card (else highest card_id). Typical direct-AER cluster for this row: 009.",aquifer+aer,8,009,009,Eastern Plains (Ganga-Brahmaputra middle),drought=009; encroachment=009; forest_degradation=009; groundwater_stress=009; irrigation_challenges=009; multi_sector_vulnerability=009; rainfed_risk=009; small_landholding=009,Aquifer+AER pool resolved all 8 pathways to cluster 009 (Eastern Plains (Ganga-Brahmaputra middle)).,1157
Alluvium,AER-14,alluvium,lithology+aer,alluvium,AER-14;AER-1;AER-16;AER-10;AER-9,003,1,yes,003,003=Indo-Gangetic alluvial sub-humid,"003 (Indo-Gangetic alluvial sub-humid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Alluvium -> ACWADAM alluvium. Retrieval filters evidence cards where aquifer_tags matches ['alluvium'] AND aer_tags intersects MWS neighbour set ['AER-14', 'AER-1', 'AER-16', 'AER-10', 'AER-9']. Eligible CONTEXT_CLUSTERS (suffix=label): 003=Indo-Gangetic alluvial sub-humid. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-14.",Single cluster 003 (Indo-Gangetic alluvial sub-humid); each pathway uses its __003 card if present in Mongo.,aquifer+aer,8,003,003,Indo-Gangetic alluvial sub-humid,drought=003; encroachment=003; forest_degradation=003; groundwater_stress=003; irrigation_challenges=003; multi_sector_vulnerability=003; rainfed_risk=003; small_landholding=003,Aquifer+AER pool resolved all 8 pathways to cluster 003 (Indo-Gangetic alluvial sub-humid).,17
Alluvium,AER-15,alluvium,lithology+aer,alluvium,AER-15;AER-13;AER-9;AER-18;AER-19,"003,006,009,010,015",5,no,010,003=Indo-Gangetic alluvial sub-humid; 006=Coastal alluvial sub-humid; 009=Eastern Plains (Ganga-Brahmaputra middle); 010=Bengal & Assam delta plains; 015=West Coast humid perhumid,"003 (Indo-Gangetic alluvial sub-humid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 006 (Coastal alluvial sub-humid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 009 (Eastern Plains (Ganga-Brahmaputra middle)): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 010 (Bengal & Assam delta plains): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 015 (West Coast humid perhumid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Alluvium -> ACWADAM alluvium. Retrieval filters evidence cards where aquifer_tags matches ['alluvium'] AND aer_tags intersects MWS neighbour set ['AER-15', 'AER-13', 'AER-9', 'AER-18', 'AER-19']. Eligible CONTEXT_CLUSTERS (suffix=label): 003=Indo-Gangetic alluvial sub-humid, 006=Coastal alluvial sub-humid, 009=Eastern Plains (Ganga-Brahmaputra middle), 010=Bengal & Assam delta plains, 015=West Coast humid perhumid. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-15.","Multiple clusters (003, 006, 009, 010, 015); non-LLM picks one card per pathway from the union of eligible cards, preferring exact AER AER-15 on the card (else highest card_id). Typical direct-AER cluster for this row: 010.",aquifer+aer,8,010,010,Bengal & Assam delta plains,drought=010; encroachment=010; forest_degradation=010; groundwater_stress=010; irrigation_challenges=010; multi_sector_vulnerability=010; rainfed_risk=010; small_landholding=010,Aquifer+AER pool resolved all 8 pathways to cluster 010 (Bengal & Assam delta plains).,768
Alluvium,AER-16,alluvium,lithology+aer,alluvium,AER-16;AER-14;AER-17;AER-10;AER-15,010,1,yes,010,010=Bengal & Assam delta plains,"010 (Bengal & Assam delta plains): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Alluvium -> ACWADAM alluvium. Retrieval filters evidence cards where aquifer_tags matches ['alluvium'] AND aer_tags intersects MWS neighbour set ['AER-16', 'AER-14', 'AER-17', 'AER-10', 'AER-15']. Eligible CONTEXT_CLUSTERS (suffix=label): 010=Bengal & Assam delta plains. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-16.",Single cluster 010 (Bengal & Assam delta plains); each pathway uses its __010 card if present in Mongo.,aquifer+aer,8,010,010,Bengal & Assam delta plains,drought=010; encroachment=010; forest_degradation=010; groundwater_stress=010; irrigation_challenges=010; multi_sector_vulnerability=010; rainfed_risk=010; small_landholding=010,Aquifer+AER pool resolved all 8 pathways to cluster 010 (Bengal & Assam delta plains).,230
Alluvium,AER-17,alluvium,lithology+aer,alluvium,AER-17;AER-16;AER-11;AER-10;AER-7,,0,no,,,,"Dominant lithology Alluvium -> ACWADAM alluvium. Retrieval filters evidence cards where aquifer_tags matches ['alluvium'] AND aer_tags intersects MWS neighbour set ['AER-17', 'AER-16', 'AER-11', 'AER-10', 'AER-7']. Eligible CONTEXT_CLUSTERS (suffix=label): none. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-17.",No cluster-matched cards; retriever falls back to AER-only pool for AER-17 (aquifer filter dropped).,aer_only_fallback,8,013,013,NE Hills (Purvanchal),drought=013; encroachment=013; forest_degradation=013; groundwater_stress=013; irrigation_challenges=013; multi_sector_vulnerability=013; rainfed_risk=013; small_landholding=013,No aquifer+cluster match; retriever used AER-only fallback and resolved all 8 pathways to cluster 013 (NE Hills (Purvanchal)).,66
Alluvium,AER-18,alluvium,lithology+aer,coastal;alluvium,AER-18;AER-15;AER-19;AER-8,"006,010,015",3,no,006,006=Coastal alluvial sub-humid; 010=Bengal & Assam delta plains; 015=West Coast humid perhumid,"006 (Coastal alluvial sub-humid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 010 (Bengal & Assam delta plains): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 015 (West Coast humid perhumid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Alluvium -> ACWADAM alluvium. Retrieval filters evidence cards where aquifer_tags matches ['coastal', 'alluvium'] AND aer_tags intersects MWS neighbour set ['AER-18', 'AER-15', 'AER-19', 'AER-8']. Eligible CONTEXT_CLUSTERS (suffix=label): 006=Coastal alluvial sub-humid, 010=Bengal & Assam delta plains, 015=West Coast humid perhumid. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-18.","Multiple clusters (006, 010, 015); non-LLM picks one card per pathway from the union of eligible cards, preferring exact AER AER-18 on the card (else highest card_id). Typical direct-AER cluster for this row: 006.",aquifer+aer,8,006,006,Coastal alluvial sub-humid,drought=006; encroachment=006; forest_degradation=006; groundwater_stress=006; irrigation_challenges=006; multi_sector_vulnerability=006; rainfed_risk=006; small_landholding=006,Aquifer+AER pool resolved all 8 pathways to cluster 006 (Coastal alluvial sub-humid).,161
Alluvium,AER-19,alluvium,lithology+aer,alluvium,AER-19;AER-15;AER-18,"006,010,015",3,no,015,006=Coastal alluvial sub-humid; 010=Bengal & Assam delta plains; 015=West Coast humid perhumid,"006 (Coastal alluvial sub-humid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 010 (Bengal & Assam delta plains): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 015 (West Coast humid perhumid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Alluvium -> ACWADAM alluvium. Retrieval filters evidence cards where aquifer_tags matches ['alluvium'] AND aer_tags intersects MWS neighbour set ['AER-19', 'AER-15', 'AER-18']. Eligible CONTEXT_CLUSTERS (suffix=label): 006=Coastal alluvial sub-humid, 010=Bengal & Assam delta plains, 015=West Coast humid perhumid. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-19.","Multiple clusters (006, 010, 015); non-LLM picks one card per pathway from the union of eligible cards, preferring exact AER AER-19 on the card (else highest card_id). Typical direct-AER cluster for this row: 015.",aquifer+aer,8,015,015,West Coast humid perhumid,drought=015; encroachment=015; forest_degradation=015; groundwater_stress=015; irrigation_challenges=015; multi_sector_vulnerability=015; rainfed_risk=015; small_landholding=015,Aquifer+AER pool resolved all 8 pathways to cluster 015 (West Coast humid perhumid).,78
Alluvium,AER-20,alluvium,lithology+aer,coastal,AER-20;AER-19;AER-18,"006,017",2,no,017,006=Coastal alluvial sub-humid; 017=Andaman-Nicobar & Lakshadweep islands,"006 (Coastal alluvial sub-humid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 017 (Andaman-Nicobar & Lakshadweep islands): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Alluvium -> ACWADAM alluvium. Retrieval filters evidence cards where aquifer_tags matches ['coastal'] AND aer_tags intersects MWS neighbour set ['AER-20', 'AER-19', 'AER-18']. Eligible CONTEXT_CLUSTERS (suffix=label): 006=Coastal alluvial sub-humid, 017=Andaman-Nicobar & Lakshadweep islands. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-20.","Multiple clusters (006, 017); non-LLM picks one card per pathway from the union of eligible cards, preferring exact AER AER-20 on the card (else highest card_id). Typical direct-AER cluster for this row: 017.",aquifer+aer,8,017,017,Andaman-Nicobar & Lakshadweep islands,drought=017; encroachment=017; forest_degradation=017; groundwater_stress=017; irrigation_challenges=017; multi_sector_vulnerability=017; rainfed_risk=017; small_landholding=017,Aquifer+AER pool resolved all 8 pathways to cluster 017 (Andaman-Nicobar & Lakshadweep islands).,0
Banded Gneissic Complex,AER-1,himalayan_and_sub_himalayan,lithology+aer,hard_rock,AER-1;AER-14;AER-2;AER-4,"011,016",2,no,016,011=Western Himalayan foothills; 016=Western Himalayan cold arid,"011 (Western Himalayan foothills): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 016 (Western Himalayan cold arid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Banded Gneissic Complex -> ACWADAM himalayan_and_sub_himalayan. Retrieval filters evidence cards where aquifer_tags matches ['hard_rock'] AND aer_tags intersects MWS neighbour set ['AER-1', 'AER-14', 'AER-2', 'AER-4']. Eligible CONTEXT_CLUSTERS (suffix=label): 011=Western Himalayan foothills, 016=Western Himalayan cold arid. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-1.","Multiple clusters (011, 016); non-LLM picks one card per pathway from the union of eligible cards, preferring exact AER AER-1 on the card (else highest card_id). Typical direct-AER cluster for this row: 016.",aquifer+aer,8,016,016,Western Himalayan cold arid,drought=016; encroachment=016; forest_degradation=016; groundwater_stress=016; irrigation_challenges=016; multi_sector_vulnerability=016; rainfed_risk=016; small_landholding=016,Aquifer+AER pool resolved all 8 pathways to cluster 016 (Western Himalayan cold arid).,0
Banded Gneissic Complex,AER-2,crystalline_basement,lithology+aer,hard_rock,AER-2;AER-4;AER-5,014,1,yes,014,014=Malwa / Gujarat semi-arid (volcanic),"014 (Malwa / Gujarat semi-arid (volcanic)): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Banded Gneissic Complex -> ACWADAM crystalline_basement. Retrieval filters evidence cards where aquifer_tags matches ['hard_rock'] AND aer_tags intersects MWS neighbour set ['AER-2', 'AER-4', 'AER-5']. Eligible CONTEXT_CLUSTERS (suffix=label): 014=Malwa / Gujarat semi-arid (volcanic). Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-2.",Single cluster 014 (Malwa / Gujarat semi-arid (volcanic)); each pathway uses its __014 card if present in Mongo.,aquifer+aer,8,014,014,Malwa / Gujarat semi-arid (volcanic),drought=014; encroachment=014; forest_degradation=014; groundwater_stress=014; irrigation_challenges=014; multi_sector_vulnerability=014; rainfed_risk=014; small_landholding=014,Aquifer+AER pool resolved all 8 pathways to cluster 014 (Malwa / Gujarat semi-arid (volcanic)).,0
Banded Gneissic Complex,AER-3,crystalline_basement,lithology+aer,hard_rock,AER-3;AER-6;AER-7;AER-8,"001,002",2,no,001,001=Deccan basalt semi-arid (Vidarbha/Marathwada); 002=Peninsular crystalline semi-arid,"001 (Deccan basalt semi-arid (Vidarbha/Marathwada)): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 002 (Peninsular crystalline semi-arid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Banded Gneissic Complex -> ACWADAM crystalline_basement. Retrieval filters evidence cards where aquifer_tags matches ['hard_rock'] AND aer_tags intersects MWS neighbour set ['AER-3', 'AER-6', 'AER-7', 'AER-8']. Eligible CONTEXT_CLUSTERS (suffix=label): 001=Deccan basalt semi-arid (Vidarbha/Marathwada), 002=Peninsular crystalline semi-arid. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-3.","Multiple clusters (001, 002); non-LLM picks one card per pathway from the union of eligible cards, preferring exact AER AER-3 on the card (else highest card_id). Typical direct-AER cluster for this row: 001.",aquifer+aer,8,002,002,Peninsular crystalline semi-arid,drought=002; encroachment=002; forest_degradation=002; groundwater_stress=002; irrigation_challenges=002; multi_sector_vulnerability=002; rainfed_risk=002; small_landholding=002,Aquifer+AER pool resolved all 8 pathways to cluster 002 (Peninsular crystalline semi-arid).,976
Banded Gneissic Complex,AER-4,crystalline_basement,lithology+aer,hard_rock,AER-4;AER-2;AER-5;AER-9,014,1,yes,014,014=Malwa / Gujarat semi-arid (volcanic),"014 (Malwa / Gujarat semi-arid (volcanic)): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Banded Gneissic Complex -> ACWADAM crystalline_basement. Retrieval filters evidence cards where aquifer_tags matches ['hard_rock'] AND aer_tags intersects MWS neighbour set ['AER-4', 'AER-2', 'AER-5', 'AER-9']. Eligible CONTEXT_CLUSTERS (suffix=label): 014=Malwa / Gujarat semi-arid (volcanic). Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-4.",Single cluster 014 (Malwa / Gujarat semi-arid (volcanic)); each pathway uses its __014 card if present in Mongo.,aquifer+aer,8,014,014,Malwa / Gujarat semi-arid (volcanic),drought=014; encroachment=014; forest_degradation=014; groundwater_stress=014; irrigation_challenges=014; multi_sector_vulnerability=014; rainfed_risk=014; small_landholding=014,Aquifer+AER pool resolved all 8 pathways to cluster 014 (Malwa / Gujarat semi-arid (volcanic)).,517
Banded Gneissic Complex,AER-5,crystalline_basement,lithology+aer,hard_rock,AER-5;AER-2;AER-4;AER-6,"001,014",2,no,014,001=Deccan basalt semi-arid (Vidarbha/Marathwada); 014=Malwa / Gujarat semi-arid (volcanic),"001 (Deccan basalt semi-arid (Vidarbha/Marathwada)): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 014 (Malwa / Gujarat semi-arid (volcanic)): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Banded Gneissic Complex -> ACWADAM crystalline_basement. Retrieval filters evidence cards where aquifer_tags matches ['hard_rock'] AND aer_tags intersects MWS neighbour set ['AER-5', 'AER-2', 'AER-4', 'AER-6']. Eligible CONTEXT_CLUSTERS (suffix=label): 001=Deccan basalt semi-arid (Vidarbha/Marathwada), 014=Malwa / Gujarat semi-arid (volcanic). Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-5.","Multiple clusters (001, 014); non-LLM picks one card per pathway from the union of eligible cards, preferring exact AER AER-5 on the card (else highest card_id). Typical direct-AER cluster for this row: 014.",aquifer+aer,8,014,014,Malwa / Gujarat semi-arid (volcanic),drought=014; encroachment=014; forest_degradation=014; groundwater_stress=014; irrigation_challenges=014; multi_sector_vulnerability=014; rainfed_risk=014; small_landholding=014,Aquifer+AER pool resolved all 8 pathways to cluster 014 (Malwa / Gujarat semi-arid (volcanic)).,74
Banded Gneissic Complex,AER-6,crystalline_basement,lithology+aer,hard_rock,AER-6;AER-3;AER-7;AER-8,"001,002",2,no,001,001=Deccan basalt semi-arid (Vidarbha/Marathwada); 002=Peninsular crystalline semi-arid,"001 (Deccan basalt semi-arid (Vidarbha/Marathwada)): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 002 (Peninsular crystalline semi-arid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Banded Gneissic Complex -> ACWADAM crystalline_basement. Retrieval filters evidence cards where aquifer_tags matches ['hard_rock'] AND aer_tags intersects MWS neighbour set ['AER-6', 'AER-3', 'AER-7', 'AER-8']. Eligible CONTEXT_CLUSTERS (suffix=label): 001=Deccan basalt semi-arid (Vidarbha/Marathwada), 002=Peninsular crystalline semi-arid. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-6.","Multiple clusters (001, 002); non-LLM picks one card per pathway from the union of eligible cards, preferring exact AER AER-6 on the card (else highest card_id). Typical direct-AER cluster for this row: 001.",aquifer+aer,8,001,001,Deccan basalt semi-arid (Vidarbha/Marathwada),drought=001; encroachment=001; forest_degradation=001; groundwater_stress=001; irrigation_challenges=001; multi_sector_vulnerability=001; rainfed_risk=001; small_landholding=001,Aquifer+AER pool resolved all 8 pathways to cluster 001 (Deccan basalt semi-arid (Vidarbha/Marathwada)).,539
Banded Gneissic Complex,AER-7,crystalline_basement,lithology+aer,hard_rock,AER-7;AER-3;AER-6;AER-8,"001,002",2,no,002,001=Deccan basalt semi-arid (Vidarbha/Marathwada); 002=Peninsular crystalline semi-arid,"001 (Deccan basalt semi-arid (Vidarbha/Marathwada)): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 002 (Peninsular crystalline semi-arid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Banded Gneissic Complex -> ACWADAM crystalline_basement. Retrieval filters evidence cards where aquifer_tags matches ['hard_rock'] AND aer_tags intersects MWS neighbour set ['AER-7', 'AER-3', 'AER-6', 'AER-8']. Eligible CONTEXT_CLUSTERS (suffix=label): 001=Deccan basalt semi-arid (Vidarbha/Marathwada), 002=Peninsular crystalline semi-arid. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-7.","Multiple clusters (001, 002); non-LLM picks one card per pathway from the union of eligible cards, preferring exact AER AER-7 on the card (else highest card_id). Typical direct-AER cluster for this row: 002.",aquifer+aer,8,002,002,Peninsular crystalline semi-arid,drought=002; encroachment=002; forest_degradation=002; groundwater_stress=002; irrigation_challenges=002; multi_sector_vulnerability=002; rainfed_risk=002; small_landholding=002,Aquifer+AER pool resolved all 8 pathways to cluster 002 (Peninsular crystalline semi-arid).,154
Banded Gneissic Complex,AER-8,crystalline_basement,lithology+aer,hard_rock,AER-8;AER-3;AER-6;AER-7,"001,002",2,no,002,001=Deccan basalt semi-arid (Vidarbha/Marathwada); 002=Peninsular crystalline semi-arid,"001 (Deccan basalt semi-arid (Vidarbha/Marathwada)): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 002 (Peninsular crystalline semi-arid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Banded Gneissic Complex -> ACWADAM crystalline_basement. Retrieval filters evidence cards where aquifer_tags matches ['hard_rock'] AND aer_tags intersects MWS neighbour set ['AER-8', 'AER-3', 'AER-6', 'AER-7']. Eligible CONTEXT_CLUSTERS (suffix=label): 001=Deccan basalt semi-arid (Vidarbha/Marathwada), 002=Peninsular crystalline semi-arid. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-8.","Multiple clusters (001, 002); non-LLM picks one card per pathway from the union of eligible cards, preferring exact AER AER-8 on the card (else highest card_id). Typical direct-AER cluster for this row: 002.",aquifer+aer,8,002,002,Peninsular crystalline semi-arid,drought=002; encroachment=002; forest_degradation=002; groundwater_stress=002; irrigation_challenges=002; multi_sector_vulnerability=002; rainfed_risk=002; small_landholding=002,Aquifer+AER pool resolved all 8 pathways to cluster 002 (Peninsular crystalline semi-arid).,898
Banded Gneissic Complex,AER-9,crystalline_basement,lithology+aer,hard_rock,AER-9;AER-4;AER-10;AER-13,,0,no,,,,"Dominant lithology Banded Gneissic Complex -> ACWADAM crystalline_basement. Retrieval filters evidence cards where aquifer_tags matches ['hard_rock'] AND aer_tags intersects MWS neighbour set ['AER-9', 'AER-4', 'AER-10', 'AER-13']. Eligible CONTEXT_CLUSTERS (suffix=label): none. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-9.",No cluster-matched cards; retriever falls back to AER-only pool for AER-9 (aquifer filter dropped).,aer_only_fallback,8,003,003,Indo-Gangetic alluvial sub-humid,drought=003; encroachment=003; forest_degradation=003; groundwater_stress=003; irrigation_challenges=003; multi_sector_vulnerability=003; rainfed_risk=003; small_landholding=003,No aquifer+cluster match; retriever used AER-only fallback and resolved all 8 pathways to cluster 003 (Indo-Gangetic alluvial sub-humid).,1
Banded Gneissic Complex,AER-10,crystalline_basement,lithology+aer,hard_rock,AER-10;AER-5;AER-9;AER-7;AER-8,"002,014",2,no,014,002=Peninsular crystalline semi-arid; 014=Malwa / Gujarat semi-arid (volcanic),"002 (Peninsular crystalline semi-arid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 014 (Malwa / Gujarat semi-arid (volcanic)): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Banded Gneissic Complex -> ACWADAM crystalline_basement. Retrieval filters evidence cards where aquifer_tags matches ['hard_rock'] AND aer_tags intersects MWS neighbour set ['AER-10', 'AER-5', 'AER-9', 'AER-7', 'AER-8']. Eligible CONTEXT_CLUSTERS (suffix=label): 002=Peninsular crystalline semi-arid, 014=Malwa / Gujarat semi-arid (volcanic). Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-10.","Multiple clusters (002, 014); non-LLM picks one card per pathway from the union of eligible cards, preferring exact AER AER-10 on the card (else highest card_id). Typical direct-AER cluster for this row: 014.",aquifer+aer,8,014,014,Malwa / Gujarat semi-arid (volcanic),drought=014; encroachment=014; forest_degradation=014; groundwater_stress=014; irrigation_challenges=014; multi_sector_vulnerability=014; rainfed_risk=014; small_landholding=014,Aquifer+AER pool resolved all 8 pathways to cluster 014 (Malwa / Gujarat semi-arid (volcanic)).,540
Banded Gneissic Complex,AER-11,crystalline_basement,lithology+aer,hard_rock,AER-11;AER-12;AER-10;AER-7;AER-8,"002,007,008",3,no,008,002=Peninsular crystalline semi-arid; 007=Chhota Nagpur / Eastern Plateau sub-humid; 008=Chhattisgarh / Eastern Ghats sub-humid,"002 (Peninsular crystalline semi-arid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 007 (Chhota Nagpur / Eastern Plateau sub-humid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 008 (Chhattisgarh / Eastern Ghats sub-humid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Banded Gneissic Complex -> ACWADAM crystalline_basement. Retrieval filters evidence cards where aquifer_tags matches ['hard_rock'] AND aer_tags intersects MWS neighbour set ['AER-11', 'AER-12', 'AER-10', 'AER-7', 'AER-8']. Eligible CONTEXT_CLUSTERS (suffix=label): 002=Peninsular crystalline semi-arid, 007=Chhota Nagpur / Eastern Plateau sub-humid, 008=Chhattisgarh / Eastern Ghats sub-humid. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-11.","Multiple clusters (002, 007, 008); non-LLM picks one card per pathway from the union of eligible cards, preferring exact AER AER-11 on the card (else highest card_id). Typical direct-AER cluster for this row: 008.",aquifer+aer,8,008,008,Chhattisgarh / Eastern Ghats sub-humid,drought=008; encroachment=008; forest_degradation=008; groundwater_stress=008; irrigation_challenges=008; multi_sector_vulnerability=008; rainfed_risk=008; small_landholding=008,Aquifer+AER pool resolved all 8 pathways to cluster 008 (Chhattisgarh / Eastern Ghats sub-humid).,487
